257	1962-11-04	F	22
258	1957-05-31	M	22
259	1986-06-08	M	31
260	1982-02-24	F	31
261	1957-12-07	F	38
262	1965-11-25	M	77
263	1982-05-20	M	68
264	1998-08-22	M	28
265	1953-01-07	F	72
266	1987-08-28	F	19
267	1987-06-12	M	37
268	2002-05-02	F	39
269	1943-12-03	F	15
270	1967-03-08	M	46
271	1965-07-27	F	46
272	1964-10-25	F	70
273	1992-05-15	F	27
274	1990-11-25	F	17
275	1938-11-12	F	1
276	1977-06-11	M	1
277	1981-11-28	F	1
278	1992-12-27	F	22
279	1990-05-16	M	22
280	1989-12-18	F	45
282	1958-02-24	F	73
283	1953-11-04	M	73
284	1994-08-06	M	10
285	1974-06-03	M	72
286	1972-04-18	F	72
287	2000-09-09	M	50
288	1982-04-21	M	6
289	1978-03-27	M	54
290	1979-01-12	M	72
291	1975-04-27	F	72
292	1978-09-06	F	15
293	1963-09-27	M	69
294	1988-03-21	M	58
295	1959-03-27	M	12
296	1994-03-01	M	65
297	1944-03-15	F	65
298	1941-06-13	M	65
300	1977-07-30	F	1
301	1962-01-10	M	28
302	1991-02-23	M	56
303	1966-05-06	M	74
304	1954-03-11	F	19
305	1958-06-08	M	46
308	1996-06-12	F	68
309	1989-12-14	F	37
310	1970-04-16	M	11
311	1950-09-16	F	64
312	1944-07-03	M	2
313	1962-05-11	F	24
314	1965-03-22	M	24
315	1987-05-01	M	54
316	1975-04-28	M	75
317	1977-10-06	F	64
318	1963-04-02	F	15
319	1949-04-04	F	19
320	1954-11-12	M	19
321	1963-10-24	F	47
322	1953-02-01	M	38
323	1958-04-04	F	38
324	1980-12-03	M	3
325	1980-02-21	M	3
326	1987-09-18	F	27
327	1988-10-13	M	27
328	1938-01-24	F	1
329	1984-12-03	M	11
330	1964-08-05	F	65
331	1962-03-02	M	1
332	1998-07-25	M	29
333	1991-10-19	M	38
334	1989-10-31	M	32
335	1987-07-22	F	73
336	1984-02-11	F	39
337	1977-05-08	M	39
338	1971-06-19	F	8
339	1986-07-30	M	1
340	1990-08-19	F	1
341	1997-03-16	M	69
342	1992-06-30	F	69
343	1939-11-19	M	44
344	1983-07-16	F	54
345	1973-12-07	M	17
346	1980-11-02	F	17
347	1979-12-13	M	71
348	1973-01-24	F	71
349	1947-05-27	F	39
350	1945-04-02	F	25
351	1993-05-01	M	1
352	1960-08-27	M	56
353	1985-10-26	M	7
354	1942-04-27	F	49
355	1950-05-31	M	49
356	1999-12-07	F	1
357	1999-03-30	M	1
358	1979-06-26	F	7
359	1990-02-16	M	66
360	1963-04-27	M	49
361	1997-05-25	F	74
362	1970-04-27	F	35
363	1962-07-01	M	35
364	1962-12-05	F	54
365	1950-01-09	M	1
366	1956-11-10	F	1
367	1983-09-03	F	60
368	1988-10-14	M	60
369	1950-11-06	F	7
370	1976-01-05	F	71
371	1962-07-16	M	4
372	1952-04-03	M	34
373	1956-02-28	M	16
374	1987-06-14	M	26
375	1989-09-29	F	61
376	1993-01-08	F	14
378	1998-05-15	M	50
379	2003-10-13	F	50
380	1993-01-19	M	41
381	1997-01-26	F	73
382	1998-06-30	M	73
383	1959-05-17	F	15
384	1955-10-08	M	15
385	1968-03-24	M	45
386	2000-08-21	M	62
387	1947-06-06	M	76
388	1970-10-30	F	36
389	1994-06-30	F	47
390	1997-01-27	F	47
391	1953-05-22	F	47
392	1970-04-01	F	74
393	1976-08-31	M	74
394	1944-05-18	F	52
395	1939-07-05	M	52
396	1940-05-02	M	1
397	1950-03-27	M	75
398	1945-03-26	F	61
399	1972-04-14	M	45
400	1953-12-27	M	1
401	1948-11-19	F	1
402	1963-12-25	M	3
403	1993-05-26	F	42
404	1987-04-20	M	42
405	1954-10-19	F	65
406	1997-05-15	M	36
407	1995-05-27	F	73
408	1998-02-22	F	35
409	1945-06-18	M	74
410	1982-12-20	M	62
411	1961-04-14	F	17
412	1964-04-17	M	17
413	1992-11-18	F	49
414	1967-10-19	F	46
415	1965-04-01	M	46
416	1952-10-07	F	1
417	1950-06-10	M	1
418	1986-10-13	M	28
419	1990-10-07	F	64
420	1998-03-13	M	18
421	1985-07-31	M	54
422	1966-12-07	M	69
423	1977-06-23	M	37
424	1967-10-08	M	1
425	1968-02-12	M	25
426	1957-06-01	M	72
427	1961-09-14	F	72
428	1939-11-16	F	47
429	2001-01-20	F	50
430	1940-07-28	M	39
431	1947-10-01	F	24
432	1972-03-26	F	59
433	1975-02-07	M	62
434	1963-01-30	F	70
435	1987-10-23	M	20
436	1975-06-15	M	2
437	1940-01-17	F	11
438	1958-09-28	M	32
439	1988-09-12	F	51
440	1990-07-07	F	15
441	1979-09-14	M	1
442	1991-12-16	F	1
443	1991-12-20	M	1
444	1980-08-01	F	74
445	1967-04-27	F	1
446	1972-03-19	M	1
447	1966-09-04	M	23
448	1990-08-15	F	77
450	1973-11-27	M	25
451	1999-04-14	M	12
452	1973-10-22	F	55
453	1989-07-16	M	67
454	1969-06-15	F	38
455	1940-07-26	M	68
456	1960-02-28	M	25
457	1970-09-26	M	70
458	1981-07-24	M	68
459	1987-07-23	F	32
461	1990-08-13	F	68
462	1990-12-21	M	14
463	1964-04-05	M	38
464	1979-07-30	F	24
465	1972-09-01	M	5
466	1967-11-19	F	1
467	1970-04-17	M	1
468	1979-04-27	M	72
469	1990-10-13	F	59
470	1974-04-21	F	30
471	1997-01-11	M	44
472	2001-12-27	M	36
473	1959-09-25	F	1
474	1969-05-31	M	46
476	1967-06-01	F	1
477	1974-07-20	M	1
478	1998-06-21	M	21
479	1967-08-20	M	11
480	1966-01-24	F	11
481	1947-01-22	M	69
482	1954-01-22	F	69
483	1964-06-19	M	1
484	1979-09-13	F	28
485	1998-05-16	M	32
486	1964-04-12	M	68
487	1942-04-01	F	1
488	1937-08-02	M	1
489	1960-10-07	M	41
490	1970-10-23	M	55
491	1986-08-05	M	63
492	1955-10-26	M	72
493	1962-06-04	F	41
494	2000-05-19	M	1
495	1957-04-07	F	49
496	1971-05-21	F	70
497	1973-02-02	M	74
498	1968-01-15	F	74
499	1955-07-08	F	18
500	1991-01-06	M	1
501	1957-10-28	M	62
502	1939-12-08	M	6
503	1979-07-24	M	73
504	1999-08-01	M	36
505	1997-12-21	M	13
506	1966-08-16	M	75
507	1974-11-16	M	75
508	1991-04-28	M	53
509	2000-05-02	M	73
510	1996-04-15	M	12
511	1979-02-18	M	9
512	1985-08-03	F	60
513	1994-01-11	F	8
514	1988-11-15	M	8
515	1952-05-26	M	1
516	1950-04-27	F	1
517	1985-07-25	M	63
518	1999-04-28	F	54
519	2000-04-13	M	18
520	1967-09-27	F	46
521	1995-12-25	M	69
522	1976-03-04	F	1
523	1942-12-17	M	38
524	1983-01-02	F	30
525	1989-08-14	M	30
526	1984-02-01	M	43
527	1986-08-18	F	43
528	1997-02-11	M	37
529	1998-11-05	M	69
530	1977-09-27	F	29
531	1996-10-04	M	27
532	2000-09-03	F	27
533	1961-05-19	F	54
534	1977-07-22	M	74
535	1957-09-09	M	26
536	1959-08-25	M	47
537	1955-01-16	M	1
538	1968-05-10	F	5
540	1941-07-28	M	19
541	1947-03-09	F	19
542	1941-02-09	F	59
543	1978-04-15	F	11
544	1968-11-16	M	63
545	1993-10-11	F	75
546	1973-08-25	M	7
547	1969-03-31	M	54
548	1957-12-04	M	49
550	1981-11-30	M	7
551	1996-07-05	F	47
552	1954-05-08	F	1
553	1961-04-07	M	1
554	1945-04-19	F	30
555	1946-10-21	M	30
556	1966-07-08	M	29
557	1959-07-17	M	51
558	1940-07-05	F	43
559	1992-09-05	F	32
560	1987-12-16	F	71
561	1982-11-10	F	74
562	1995-09-22	F	49
563	1981-09-09	F	72
564	1975-01-24	M	72
565	1979-07-03	F	64
566	1966-03-05	F	47
567	1970-05-02	M	47
568	1980-07-19	F	8
569	1982-06-15	M	73
570	1961-01-31	F	61
571	1944-09-27	M	3
572	1940-08-04	F	3
573	1987-08-10	M	69
574	1992-12-25	M	1
575	1990-04-04	M	58
576	1994-05-12	F	58
577	1983-12-05	F	1
578	1997-07-07	F	23
579	1953-05-31	F	72
581	1969-02-04	F	70
582	1970-09-26	M	1
583	1985-01-01	F	75
584	1996-05-13	F	33
585	1962-02-21	F	40
586	1967-11-03	M	40
587	1965-07-08	F	25
588	1980-10-20	F	61
589	1981-09-17	M	45
590	1969-02-15	M	44
591	1994-10-29	F	65
592	1985-07-18	M	26
593	1974-07-10	F	60
596	1968-10-24	M	69
597	1963-02-22	M	55
598	1990-12-31	M	1
599	1997-05-18	F	1
601	1986-03-12	M	56
602	1985-01-16	F	56
603	1986-03-09	F	13
604	1985-07-31	F	1
605	1990-08-27	F	1
606	1969-01-25	F	10
607	1984-03-30	M	64
608	1992-08-31	M	67
609	1982-09-02	M	52
610	1999-08-10	F	74
611	1972-10-13	M	36
612	1980-11-10	F	36
613	1997-08-10	F	1
614	1967-02-03	F	14
615	1969-09-13	F	68
616	1995-01-01	M	58
617	1994-03-14	M	70
618	1952-03-16	F	57
619	1940-09-07	M	6
620	1938-02-13	F	6
621	1959-03-17	M	54
622	1951-11-23	F	74
623	1945-09-04	M	24
624	1952-07-26	F	24
625	1998-11-24	F	60
626	2000-04-13	M	9
627	1992-04-11	M	17
628	1990-05-27	F	17
629	1996-03-10	M	16
630	1972-03-03	M	61
631	1976-03-22	F	70
632	1966-03-16	M	67
633	1958-06-12	F	67
635	1947-06-29	F	17
636	1955-02-17	M	17
637	1990-12-15	F	39
638	1981-02-03	F	54
639	1998-08-02	M	31
640	1999-04-15	M	26
641	1982-07-04	F	40
642	1983-10-25	M	40
643	1969-06-13	F	1
644	1981-04-23	F	35
645	1945-12-21	M	14
646	1942-09-29	F	34
647	1949-04-06	M	34
648	1955-09-28	F	70
649	1998-05-02	F	13
651	1996-01-27	F	54
652	1958-12-08	M	61
653	1950-11-21	F	1
654	1962-05-17	F	64
655	1962-12-10	M	32
656	1976-06-06	M	1
657	1946-07-10	F	8
658	1946-12-21	M	8
659	1985-12-07	M	24
660	1943-03-22	M	16
661	1939-01-15	F	16
662	1965-08-07	M	5
663	1943-01-20	M	24
664	2000-03-19	F	77
665	1952-04-05	F	62
666	2002-05-23	M	26
667	2001-07-20	F	26
668	1962-12-25	F	1
669	1976-12-19	F	12
670	1979-01-21	M	1
671	1991-02-27	F	10
672	1949-11-09	F	46
673	1959-10-29	M	36
674	1947-01-11	F	11
675	1995-11-12	M	50
676	1973-02-07	M	70
677	1983-05-24	M	5
678	1953-05-28	F	39
679	1960-03-19	M	8
680	1960-05-09	F	8
681	1997-01-15	M	15
682	1999-10-21	M	18
683	1965-08-29	F	76
684	1996-04-10	F	3
685	1950-12-13	F	72
686	1991-10-03	F	32
687	1995-01-28	M	32
688	1974-05-04	M	1
689	1984-08-02	M	70
690	1962-11-07	M	38
691	1964-01-13	F	38
692	1956-01-11	F	74
693	1955-03-17	M	74
694	1956-02-28	M	29
695	1975-06-27	M	28
696	1972-12-01	F	28
697	1994-05-01	M	1
698	1974-02-27	M	75
699	1942-04-22	F	26
700	1949-11-20	M	12
702	1988-11-07	F	31
703	1979-04-26	M	4
704	1995-05-01	M	54
705	1958-12-10	M	19
706	1968-08-05	M	1
707	1961-12-14	M	1
708	1997-11-27	F	50
709	1954-12-29	M	1
710	1945-11-28	M	23
711	1983-08-16	F	48
712	1982-12-04	M	54
713	2000-03-29	F	20
714	1990-10-08	M	31
715	1972-01-15	F	1
716	1974-12-04	F	1
717	1988-05-02	M	54
718	1980-02-28	F	54
719	1994-08-09	M	46
720	1974-09-06	M	29
721	1960-02-15	M	43
722	1990-11-25	F	62
723	1977-07-26	F	12
724	1973-02-02	F	65
725	1976-12-11	M	75
726	1955-02-13	M	16
727	1950-07-20	F	32
728	1952-01-20	M	32
729	1989-03-17	F	63
730	1993-08-14	M	63
731	1999-01-22	F	74
732	1998-07-05	M	74
733	1998-07-28	M	46
734	2005-01-14	F	46
735	1993-11-26	M	1
736	1997-04-26	F	1
737	1972-11-04	M	74
738	1940-03-26	M	25
739	1962-04-16	M	72
740	1943-11-07	M	55
741	1961-07-09	M	74
742	1971-10-15	F	1
743	1961-02-17	M	1
744	1960-07-18	M	26
745	1986-02-14	F	52
746	1982-04-16	M	52
747	1973-08-20	F	24
748	1956-10-15	M	25
749	1953-07-29	F	25
750	1976-09-29	F	70
751	1979-03-09	M	70
752	1964-12-20	M	72
753	1960-09-24	F	72
754	1967-06-04	F	63
755	1967-11-21	M	72
756	1940-05-13	M	31
757	1990-12-20	F	71
758	1981-07-26	F	68
759	1975-05-20	M	29
760	1956-08-25	F	57
762	1957-04-20	M	21
763	1947-08-24	F	75
764	1975-10-13	F	49
765	1989-12-31	M	65
766	1946-07-03	F	1
767	1943-06-16	M	1
768	1951-09-23	F	32
769	1997-12-15	M	40
772	1964-12-10	M	64
773	1955-10-30	M	4
774	1993-03-03	M	70
775	1960-11-30	F	51
776	1973-05-03	F	1
777	1981-05-20	M	1
778	1960-06-04	M	13
779	1964-06-12	F	69
780	1944-02-26	M	3
781	1965-09-20	M	72
782	1983-03-18	F	5
783	1991-03-25	F	27
784	1984-12-28	M	27
785	1954-09-09	M	63
786	1998-09-06	M	53
787	1967-12-08	M	3
788	1994-09-03	M	47
789	1951-09-21	M	4
790	1987-05-09	F	63
791	1970-09-29	F	68
793	1998-02-04	M	21
794	1999-07-16	F	21
796	1939-08-30	M	1
797	1968-01-27	M	8
798	1960-02-12	F	27
799	1956-02-19	M	27
803	1971-02-15	M	35
804	1976-01-23	F	35
806	2000-04-22	M	60
807	1989-10-21	F	53
808	1983-11-28	M	31
809	1939-10-15	M	49
810	1965-09-24	F	58
811	1960-05-28	M	58
812	1960-12-06	M	39
813	1984-01-29	M	70
814	1979-10-01	M	19
815	1984-10-27	F	22
816	1978-02-01	F	17
818	1986-04-27	M	54
819	1978-07-08	M	74
820	1980-11-06	F	74
821	1968-05-12	M	49
822	1979-05-08	F	37
823	1976-10-24	M	41
824	1972-09-05	M	27
825	1997-04-02	M	74
826	1998-01-23	M	1
827	1985-09-04	F	10
828	1978-12-10	M	10
829	1977-05-19	M	24
830	1968-08-27	M	69
831	1968-05-02	M	2
832	1943-12-23	F	67
833	1980-06-11	M	5
834	1942-12-17	M	54
835	1963-10-20	F	28
836	1968-06-14	M	28
837	1994-10-14	M	71
838	1988-02-04	F	71
839	1975-05-18	F	47
840	1957-04-26	M	20
841	2001-02-10	M	69
842	1953-07-03	F	12
843	1977-09-03	F	54
844	1965-01-14	M	22
845	1973-01-30	F	22
846	1969-12-01	M	35
847	1999-12-25	M	49
849	1959-06-06	F	26
850	1989-09-21	M	19
851	1939-06-16	M	25
852	1936-06-04	F	25
853	1969-06-02	M	70
854	1961-11-02	F	72
855	1950-01-28	M	58
856	1939-01-22	M	23
857	1968-02-21	M	32
858	1979-03-29	F	47
859	1988-07-29	F	1
860	1987-12-08	M	1
861	1976-09-13	F	1
862	1972-01-05	M	30
863	1988-11-29	F	54
864	1973-03-27	M	11
865	1966-11-03	F	11
866	1995-11-24	F	38
870	1977-05-06	M	70
871	1994-03-11	M	76
872	1983-02-22	M	35
873	1964-01-05	M	60
874	1972-09-05	F	14
875	1976-12-07	M	14
876	1980-11-25	M	1
877	1947-01-21	F	5
878	1940-04-17	M	5
879	1963-12-08	F	38
880	1980-02-17	M	49
881	1995-02-22	F	5
882	1953-09-09	F	70
883	1940-01-06	F	75
884	1938-10-14	M	75
885	1943-02-08	M	34
886	1968-02-02	M	34
887	1993-11-28	F	66
888	1993-10-26	M	28
889	2001-10-24	F	54
890	1939-03-30	M	77
891	1951-01-31	M	33
892	1942-05-24	F	42
893	1955-10-23	F	43
894	1954-08-18	M	75
895	1990-07-03	M	39
896	1993-04-24	F	36
897	2001-03-25	M	36
898	1963-04-27	F	38
899	1964-02-13	M	38
900	1997-04-10	M	73
901	1939-12-21	M	39
902	1970-08-15	M	23
903	1954-03-06	M	31
904	1952-02-08	M	1
905	1960-10-23	M	38
906	1998-06-16	M	65
907	1968-03-11	M	51
908	1981-03-07	F	51
909	1995-09-07	M	23
910	1981-09-27	M	1
911	1959-11-28	M	43
912	1940-10-29	M	76
913	1958-11-18	M	1
914	1941-01-19	F	1
915	1995-05-03	M	12
916	1978-06-29	M	3
917	1993-09-16	F	25
918	1984-12-23	M	26
921	1974-02-13	F	7
922	1992-08-16	F	22
923	1998-08-22	M	22
924	1973-07-12	M	1
925	1979-08-13	M	54
926	2001-01-22	M	1
927	1994-10-26	M	1
928	1971-10-10	F	66
929	1955-04-23	M	30
930	1979-08-25	F	68
931	1988-06-07	M	16
932	1967-09-27	M	3
933	1998-03-11	F	33
934	2002-08-19	M	33
935	1966-05-17	F	42
936	1963-07-30	M	42
937	1951-11-14	M	1
938	1964-08-07	F	59
939	1972-08-03	M	21
940	1980-08-11	M	53
941	1955-10-05	M	10
942	1951-09-02	F	12
943	1956-09-26	M	12
944	1990-12-18	M	39
945	1997-01-10	F	39
946	1971-08-06	M	54
948	1944-04-22	M	49
949	1996-07-27	M	3
950	1985-04-12	F	76
951	1980-09-17	M	76
952	1971-05-01	F	63
953	1957-10-17	M	25
954	1962-10-20	F	1
955	1990-01-28	M	57
956	1986-10-21	M	1
957	1961-12-23	F	56
958	1962-05-04	M	56
959	1982-09-12	F	11
960	1977-04-13	F	16
961	1951-10-04	F	15
962	1986-02-19	M	19
963	1986-12-17	F	64
964	1973-10-21	F	10
965	1992-12-01	F	13
966	1998-09-02	M	13
967	1999-06-20	M	76
968	1977-02-17	M	69
970	1977-03-29	M	36
971	1939-01-01	F	46
972	1937-05-06	M	46
973	1990-10-06	F	14
974	1983-06-24	M	14
975	1979-07-12	F	1
976	1975-11-19	F	16
977	1946-05-10	F	76
978	1988-06-09	F	56
979	1986-11-18	M	56
980	1981-09-30	M	40
981	1980-06-28	M	5
984	1969-07-03	M	20
985	1967-01-13	F	20
986	1975-05-16	M	74
987	1972-05-20	M	60
988	1959-10-01	F	40
989	1953-08-15	M	40
990	1981-12-24	M	71
991	1961-06-27	M	32
992	1968-05-21	M	19
993	1989-10-31	F	44
994	1991-04-27	M	36
995	1993-10-30	F	36
996	2000-06-26	F	1
997	1970-11-11	M	59
998	1973-06-28	F	59
999	1986-09-01	F	74
1000	1981-10-27	M	74
1001	1967-04-14	M	44
1002	1964-03-08	F	42
1003	1957-10-31	F	31
1004	1977-09-25	M	3
1006	1962-06-28	F	46
1007	1958-01-05	M	46
1008	1976-07-06	M	6
1009	1982-04-27	F	33
1010	1975-08-16	M	33
1011	1959-07-13	M	16
1012	1986-02-13	F	70
1013	1993-03-12	M	70
1014	1951-02-08	M	1
1015	1954-03-13	M	62
1016	1960-07-21	F	62
1017	1963-02-12	F	6
1018	1965-02-28	M	53
1019	1966-12-22	F	14
1020	1997-05-10	F	72
1021	1997-08-05	M	2
1022	1960-07-23	M	31
1023	1958-12-28	M	1
1024	1976-03-29	M	25
1025	1984-07-08	M	15
1026	1999-08-12	M	57
1027	1960-11-04	F	1
1028	1954-10-02	M	1
1029	1974-03-16	F	1
1030	1967-10-11	M	1
1031	1988-12-11	F	2
1032	1958-10-30	F	1
1033	1957-10-14	M	1
1034	1994-11-11	F	52
1035	1991-03-28	F	13
1036	1996-12-06	M	13
1037	1985-11-01	F	1
1038	1981-09-23	F	69
1039	2000-10-11	F	70
1040	1980-06-17	M	1
1041	1981-07-05	M	72
1042	1986-09-25	F	17
1043	1983-11-16	M	17
1044	1991-09-13	F	9
1045	1967-12-24	F	60
1046	1995-08-24	M	1
1047	1983-07-11	F	16
1048	1994-10-03	F	70
1049	1962-11-11	M	1
1050	1991-07-01	F	27
1051	1991-08-26	F	73
1052	1984-03-11	M	56
1053	1978-06-03	F	56
1054	1944-08-20	M	63
1055	1939-05-17	M	4
1056	1983-06-19	M	1
1057	1959-02-21	M	52
1058	1995-08-01	F	9
1059	1980-06-03	M	26
1060	1977-12-17	F	26
1062	1995-01-08	M	16
1063	1996-06-12	F	16
1064	1971-02-03	F	1
1065	1977-11-26	M	2
1066	1960-10-18	M	1
1067	1972-05-14	M	1
1068	1946-10-20	F	13
1069	1958-02-21	F	54
1070	1958-12-02	M	54
1071	1945-01-25	M	43
1072	1986-12-08	F	60
1073	1944-04-10	M	34
1074	1948-08-25	F	34
1075	1954-06-04	F	65
1076	1999-05-11	F	53
1077	1940-06-23	M	46
1078	1998-12-15	F	24
1079	1981-07-15	M	3
1080	1970-10-06	F	54
1081	1990-12-16	M	71
1082	1987-02-23	M	9
1083	1957-12-15	M	48
1084	1964-04-09	F	48
1085	1952-12-19	F	60
1086	1993-05-04	M	74
1087	1998-07-30	F	74
1088	1989-08-23	F	47
1089	1959-12-09	M	1
1090	1959-06-20	F	35
1091	1960-06-27	F	59
1092	1982-07-20	F	41
1093	1996-07-28	F	62
1094	1980-10-04	F	30
1095	1974-02-16	M	30
1096	1946-03-03	F	1
1097	1950-09-02	M	1
1098	1968-09-10	F	60
1099	1999-11-21	F	65
1100	1971-07-04	M	59
1101	1966-06-22	M	74
1102	1955-01-29	M	72
1103	1971-08-18	M	1
1104	1975-02-09	F	1
1105	1962-01-03	M	56
1106	1960-02-25	F	56
1107	1981-04-26	M	60
1108	1975-12-22	F	62
1109	1951-09-01	F	58
1110	1948-03-24	F	10
1111	1999-06-04	M	61
1112	1950-07-25	F	13
1113	1996-08-20	M	11
1114	2000-06-18	M	59
1115	1940-08-24	F	36
1116	1993-04-19	F	69
1117	1996-11-01	F	20
1118	1989-11-03	M	20
1119	2000-01-05	F	54
1120	1993-10-21	F	41
1121	1959-03-02	M	59
