145	31	2016-01-03	M
146	4	2013-09-02	M
148	8	2013-06-21	M
149	43	2017-11-16	M
150	73	2015-03-16	M
151	76	2013-09-06	M
152	1	2016-04-12	M
153	77	2013-09-19	M
154	46	2014-06-21	M
155	58	2015-11-07	M
156	64	2017-10-22	M
157	11	2017-03-28	M
158	37	2015-03-15	M
159	70	2017-02-11	M
160	23	2013-09-04	M
161	28	2014-07-04	M
162	60	2013-08-25	M
163	30	2013-01-27	M
164	60	2016-09-13	M
165	25	2013-06-01	M
166	17	2016-08-20	M
167	29	2016-02-26	W
168	31	2013-04-27	M
169	4	2015-09-28	M
170	59	2016-07-02	M
171	46	2016-06-08	M
172	13	2013-08-30	M
173	66	2013-11-26	M
174	52	2016-09-04	M
176	71	2016-08-12	W
177	1	2017-09-26	M
178	59	2017-09-06	M
179	1	2017-09-22	W
180	55	2013-12-14	W
181	21	2016-06-11	M
182	47	2016-08-24	M
183	43	2013-12-12	M
184	77	2016-02-21	M
185	32	2017-07-04	M
186	1	2013-07-29	W
187	5	2013-03-28	M
188	54	2013-04-20	M
189	76	2017-04-16	M
190	74	2015-03-02	M
191	41	2017-03-17	M
192	55	2013-01-08	M
193	69	2016-12-22	M
194	44	2016-08-01	M
195	70	2017-02-27	M
196	4	2013-11-14	M
197	1	2013-02-25	M
198	70	2013-10-25	M
199	70	2016-10-26	M
200	17	2014-07-03	M
201	63	2014-11-02	M
204	67	2016-01-13	M
205	1	2017-10-08	M
206	61	2015-04-08	M
207	2	2013-07-25	M
208	54	2016-03-27	M
209	37	2016-11-24	M
210	48	2016-03-17	M
211	28	2017-07-19	M
212	27	2013-01-20	W
213	73	2015-08-29	M
214	22	2017-03-09	M
215	31	2017-11-25	M
216	38	2014-05-16	M
217	77	2015-01-20	M
218	68	2016-02-06	M
219	28	2015-09-06	M
220	72	2013-04-09	M
221	19	2016-10-30	M
222	37	2013-03-15	M
223	39	2015-06-13	M
224	15	2016-10-27	M
225	1	2013-07-28	M
226	70	2017-02-23	M
227	27	2015-03-28	M
228	5	2013-09-28	M
229	1	2017-06-07	M
230	1	2016-02-26	M
231	22	2015-04-03	M
232	45	2017-11-29	M
234	73	2013-07-15	M
235	41	2013-10-06	M
236	72	2016-03-16	M
237	50	2014-03-25	M
238	6	2013-08-15	M
239	69	2013-03-01	W
240	72	2017-04-28	M
241	15	2016-09-29	M
242	69	2016-08-29	M
243	55	2013-11-06	W
244	24	2013-02-08	M
245	65	2013-11-25	M
246	65	2017-12-20	M
248	1	2015-04-02	M
249	28	2016-12-03	M
250	56	2017-05-10	M
251	74	2016-04-06	M
252	19	2016-12-26	M
253	46	2015-12-05	M
255	68	2016-11-03	M
256	37	2015-05-14	M
257	11	2015-11-05	M
258	64	2017-07-09	M
259	2	2013-10-28	M
260	24	2015-10-14	M
261	54	2016-10-07	M
262	75	2016-01-27	M
263	64	2017-01-03	W
264	15	2016-02-09	M
265	19	2016-07-05	M
266	47	2014-05-11	M
267	38	2015-04-26	M
268	3	2016-05-29	M
269	3	2016-08-30	M
270	27	2015-01-23	M
271	1	2016-08-13	M
272	11	2016-10-23	M
273	24	2013-07-11	T
274	76	2013-08-20	M
275	29	2016-01-02	M
276	38	2017-12-08	M
277	32	2014-05-01	T
278	73	2016-04-08	M
279	39	2013-04-14	M
280	25	2013-01-23	M
281	1	2016-10-27	M
282	69	2017-05-12	M
283	44	2016-04-18	M
284	54	2017-07-18	M
285	17	2015-05-08	M
286	71	2016-03-27	M
287	16	2013-10-27	M
288	25	2015-03-18	M
289	1	2014-03-17	M
290	56	2013-12-02	M
291	7	2017-06-08	M
292	49	2017-02-26	M
293	1	2017-05-04	M
294	7	2017-01-05	M
295	66	2017-11-23	M
296	49	2016-02-14	M
297	74	2016-09-08	M
298	35	2017-12-02	M
299	77	2013-04-05	M
300	1	2013-06-23	M
301	60	2015-09-10	M
302	7	2016-05-09	M
303	71	2016-07-25	M
304	4	2017-03-20	M
305	34	2016-10-18	M
306	16	2013-06-08	M
307	26	2017-08-07	M
308	61	2015-10-16	M
309	14	2017-04-25	M
311	50	2017-08-08	M
312	41	2016-01-03	M
313	73	2016-07-06	M
314	15	2016-01-26	T
315	45	2017-12-08	M
316	62	2017-05-08	M
317	76	2013-03-10	M
318	36	2014-09-16	M
319	47	2015-10-17	W
320	47	2017-01-23	M
321	47	2013-11-11	M
322	1	2013-02-20	M
323	52	2017-02-23	M
324	1	2016-08-23	M
325	75	2016-10-06	M
326	61	2017-08-06	M
327	54	2013-06-02	M
328	1	2017-09-18	M
329	3	2016-10-19	M
330	42	2016-11-24	M
331	65	2015-10-02	M
332	36	2016-01-12	M
333	73	2016-12-23	M
334	1	2013-05-24	M
335	74	2016-01-20	M
336	62	2015-10-16	M
337	17	2015-11-25	M
338	49	2015-11-18	M
339	46	2016-09-11	W
340	1	2013-11-03	M
341	28	2016-11-19	M
342	64	2016-10-13	M
343	18	2014-04-26	M
344	54	2013-12-01	M
345	5	2013-11-20	M
346	37	2013-01-11	M
347	65	2013-12-13	M
348	25	2015-11-15	M
349	72	2017-06-08	M
350	47	2016-10-13	M
351	50	2017-02-17	M
352	39	2014-07-04	M
353	24	2015-08-30	M
354	59	2013-10-28	M
355	62	2016-02-01	W
356	70	2016-03-12	M
357	20	2016-03-10	M
358	12	2013-12-09	M
359	11	2014-12-11	M
360	32	2016-05-14	M
361	51	2013-02-27	M
362	15	2013-04-04	M
363	1	2014-05-06	M
364	1	2017-01-20	M
365	74	2013-12-12	M
366	1	2016-10-23	M
367	23	2017-05-09	M
368	77	2013-07-06	M
370	25	2014-02-18	M
371	12	2016-08-02	M
372	55	2015-09-10	M
373	67	2016-06-20	M
374	38	2013-01-09	M
375	68	2016-06-07	M
376	25	2015-03-05	M
377	70	2014-08-19	M
378	68	2016-07-22	M
379	32	2016-05-18	M
381	68	2013-07-04	M
382	14	2016-08-16	M
383	38	2017-05-15	M
384	24	2017-09-14	W
385	5	2013-04-07	M
386	1	2017-08-11	M
387	72	2017-09-19	M
388	59	2015-02-11	M
389	30	2013-08-28	M
390	44	2016-02-16	M
391	36	2013-12-11	M
392	1	2016-07-14	M
393	46	2015-02-04	M
395	1	2013-03-12	M
396	21	2013-03-08	M
397	11	2013-10-26	M
398	69	2017-10-24	M
399	1	2016-08-27	M
400	28	2013-07-17	M
401	32	2013-01-18	M
402	68	2017-09-14	M
403	1	2013-07-29	M
404	41	2015-04-28	M
405	55	2017-03-13	M
406	63	2016-09-03	M
407	72	2017-04-18	W
408	41	2013-07-21	M
409	1	2016-06-11	M
410	49	2016-10-15	M
411	70	2013-02-05	M
412	74	2016-01-21	M
413	18	2016-07-09	M
414	1	2016-01-29	M
415	25	2013-03-03	M
416	6	2016-08-11	M
417	73	2016-01-27	M
418	36	2015-08-27	M
419	13	2013-10-25	M
420	75	2015-08-26	M
421	75	2017-11-27	M
422	53	2014-08-29	W
423	12	2013-03-28	M
424	12	2017-02-17	M
425	9	2013-03-19	M
426	1	2013-11-29	M
427	8	2014-07-24	M
428	1	2013-02-27	M
429	63	2015-09-03	M
430	54	2015-09-02	M
431	18	2016-11-05	M
432	46	2013-06-16	M
433	20	2013-06-12	M
434	1	2016-12-24	M
435	38	2013-01-08	M
436	30	2016-08-07	M
437	43	2013-12-03	M
438	37	2017-06-23	M
439	69	2016-04-15	M
440	29	2016-12-22	M
441	27	2013-12-17	W
442	54	2017-03-30	M
443	64	2013-01-28	M
444	26	2016-05-09	M
445	63	2013-07-29	W
446	50	2013-06-15	M
447	5	2016-08-14	M
449	19	2014-11-22	M
450	59	2016-05-28	M
451	11	2014-05-05	M
452	63	2015-11-29	M
453	75	2017-04-24	M
454	7	2015-05-07	M
455	54	2015-04-23	M
456	49	2013-01-21	M
458	7	2015-06-16	M
459	47	2013-01-21	M
460	1	2014-04-18	M
461	30	2013-02-18	M
462	29	2013-11-10	M
463	51	2015-05-08	M
464	43	2017-05-28	M
465	32	2013-02-04	M
466	71	2016-02-18	M
467	74	2013-09-24	M
468	49	2016-03-19	M
469	72	2017-07-14	M
470	64	2014-03-23	M
471	47	2015-06-07	M
472	8	2016-10-11	M
473	73	2016-10-20	M
474	61	2015-12-06	M
475	3	2017-05-11	M
476	69	2017-04-11	M
477	1	2013-01-25	M
478	58	2014-07-16	M
479	1	2015-11-05	M
480	23	2017-01-21	M
481	72	2016-04-23	M
483	70	2017-07-15	M
484	1	2015-01-20	M
485	6	2013-01-04	T
486	33	2015-11-21	M
487	40	2015-11-14	M
488	25	2016-06-20	M
489	16	2013-05-17	M
490	45	2015-05-23	M
491	44	2016-05-12	M
492	5	2013-10-10	M
493	26	2014-04-05	M
494	60	2013-03-11	M
496	69	2013-02-26	M
497	55	2013-04-15	M
498	1	2013-11-21	M
500	56	2016-04-27	M
501	13	2015-10-21	M
502	1	2017-10-13	M
503	1	2016-08-08	M
504	73	2013-04-21	M
505	64	2016-12-16	M
506	67	2016-07-08	M
507	52	2016-06-17	M
508	74	2016-11-19	M
509	36	2017-08-14	M
510	1	2013-06-02	W
511	14	2016-11-10	M
512	68	2017-01-14	M
513	58	2016-11-21	M
514	70	2016-03-30	M
515	57	2015-02-09	M
516	6	2016-02-08	M
517	76	2013-09-22	M
518	74	2014-09-09	M
519	24	2013-11-12	M
520	60	2013-11-04	M
521	9	2015-10-08	M
522	17	2015-12-20	M
523	1	2013-08-11	M
524	61	2014-05-03	M
525	70	2016-03-20	M
526	67	2016-07-16	M
528	17	2016-12-30	M
529	39	2017-08-18	M
530	54	2016-11-19	M
531	31	2015-08-18	M
532	26	2015-09-02	M
533	40	2015-05-07	M
534	1	2017-05-26	M
535	35	2014-05-24	M
536	14	2016-10-13	M
537	34	2017-01-08	M
538	70	2014-06-07	M
539	13	2013-02-16	T
540	75	2013-10-16	M
541	61	2013-08-12	M
542	1	2013-11-01	M
543	64	2014-05-03	M
544	32	2015-05-15	M
545	54	2013-11-24	M
546	8	2016-11-23	M
547	24	2017-07-27	M
548	16	2014-06-07	M
549	5	2016-11-27	M
550	24	2017-10-17	M
551	77	2013-05-07	M
552	14	2013-08-20	M
553	26	2015-06-06	M
554	26	2016-01-26	M
555	24	2013-05-15	M
556	12	2017-06-26	M
557	1	2015-11-26	M
558	10	2016-06-15	M
559	46	2013-03-05	M
560	36	2015-08-20	M
561	11	2016-12-12	M
562	50	2013-02-25	M
563	53	2013-07-27	M
564	5	2017-12-23	M
565	39	2015-11-25	M
566	8	2017-11-13	M
567	15	2016-06-19	M
568	18	2015-03-28	M
569	76	2016-10-01	M
570	3	2016-11-14	M
571	72	2016-07-16	M
572	32	2014-03-27	M
573	1	2016-07-11	W
574	70	2013-07-30	M
575	38	2014-04-26	M
576	55	2013-01-01	M
577	29	2014-09-20	M
578	28	2017-03-21	W
579	1	2017-12-16	M
580	75	2016-05-20	M
581	26	2016-10-13	M
582	12	2014-08-05	M
584	31	2016-07-14	M
585	4	2017-09-04	M
586	54	2015-03-16	M
587	19	2016-06-21	M
588	66	2013-03-14	M
589	1	2017-04-26	M
590	50	2016-02-24	M
591	1	2017-08-12	M
592	23	2016-12-27	M
593	48	2016-07-16	M
594	54	2014-12-09	M
595	20	2016-12-21	M
596	31	2014-10-13	M
597	41	2013-12-05	M
598	1	2017-02-08	M
599	54	2016-12-04	M
600	46	2017-03-13	M
601	29	2013-08-04	M
602	43	2015-10-27	M
603	62	2016-06-11	M
604	12	2013-11-26	M
605	65	2017-02-04	M
606	75	2017-11-04	M
607	16	2015-02-17	M
608	32	2015-03-27	M
609	63	2014-05-15	M
610	74	2014-08-11	M
611	46	2017-07-21	M
612	1	2016-05-27	M
613	74	2016-08-10	T
614	25	2017-06-07	M
615	72	2016-04-09	M
616	43	2013-10-14	M
617	74	2016-08-23	M
618	1	2016-10-02	M
619	1	2015-09-09	W
620	26	2016-02-18	M
621	52	2016-06-01	M
622	24	2017-06-22	M
623	1	2013-03-24	M
624	70	2013-10-11	M
625	70	2015-07-12	M
626	72	2013-11-11	M
627	63	2013-02-05	M
628	72	2014-01-03	M
629	31	2014-07-25	M
630	71	2013-06-29	M
631	68	2016-03-25	M
632	29	2016-05-14	M
633	57	2015-12-06	M
635	21	2014-08-21	M
636	75	2017-04-24	M
637	49	2016-08-27	M
638	65	2015-06-28	M
639	1	2017-11-03	M
640	32	2013-06-02	M
641	40	2017-06-22	M
643	64	2017-10-28	M
644	4	2017-11-06	M
645	70	2017-08-21	M
646	51	2016-01-06	M
647	1	2017-04-28	M
648	13	2013-11-09	M
649	69	2014-05-17	W
650	3	2015-01-28	M
651	72	2013-11-28	M
652	21	2013-01-05	M
653	27	2017-08-19	M
654	63	2014-10-16	M
655	53	2013-03-24	M
656	3	2016-08-18	M
657	47	2013-08-08	M
658	4	2016-01-10	M
659	63	2016-12-14	M
660	68	2016-01-20	M
662	21	2014-07-18	M
664	1	2016-12-08	M
665	8	2015-09-03	M
666	27	2016-03-15	M
669	35	2016-06-07	M
671	60	2017-10-29	M
672	53	2017-06-23	M
673	31	2017-12-08	M
674	49	2015-09-02	M
675	58	2015-08-03	M
676	39	2015-09-22	M
677	70	2017-09-13	M
678	17	2013-10-08	M
679	22	2017-07-12	M
680	17	2017-07-18	M
682	54	2017-06-08	M
683	74	2016-07-22	M
684	49	2016-05-12	M
685	37	2015-01-04	W
686	41	2013-04-04	M
687	27	2016-06-02	M
688	74	2013-11-25	M
689	1	2016-04-24	M
690	10	2016-07-11	M
691	24	2016-02-21	M
692	69	2016-10-02	M
693	2	2014-06-06	M
694	67	2016-09-04	M
695	5	2016-04-21	M
696	54	2017-11-09	M
697	28	2013-02-23	M
698	71	2016-09-29	M
699	1	2013-09-17	M
700	20	2014-06-01	M
701	69	2013-06-08	M
702	12	2013-06-23	M
703	54	2017-12-21	M
704	55	2013-01-01	M
705	35	2017-07-14	M
706	49	2016-05-07	M
708	26	2016-03-30	M
709	19	2014-07-25	M
710	25	2014-09-02	M
711	70	2014-07-06	M
712	72	2016-12-01	M
713	58	2016-10-15	M
714	23	2016-11-04	M
715	32	2016-08-08	M
716	47	2014-09-25	M
717	75	2013-04-24	M
718	1	2016-03-03	M
719	30	2013-12-21	M
720	54	2015-07-20	M
721	76	2013-08-29	M
722	38	2017-05-04	T
725	70	2016-07-08	M
726	76	2014-02-03	M
727	35	2017-12-25	M
728	60	2015-11-28	M
729	14	2017-02-15	M
730	4	2013-08-28	M
731	5	2015-07-11	M
732	38	2016-06-07	M
733	49	2015-05-17	W
734	5	2016-04-08	M
735	70	2017-09-17	M
736	75	2017-12-07	M
737	34	2013-12-08	M
738	34	2013-06-21	M
739	66	2016-03-18	M
740	28	2014-04-04	M
741	54	2014-07-14	M
742	77	2014-01-28	M
743	10	2013-11-05	M
744	42	2013-03-06	M
745	43	2017-10-09	M
746	75	2015-05-10	M
747	39	2013-08-09	M
748	10	2013-04-08	M
749	38	2017-03-23	M
750	73	2013-09-12	M
751	3	2013-05-12	M
752	23	2017-01-10	M
753	31	2016-08-14	M
754	1	2015-06-08	M
755	38	2017-09-27	M
756	65	2015-01-13	M
757	50	2013-07-19	M
758	51	2017-12-19	M
759	23	2013-08-01	M
760	1	2017-05-24	M
761	43	2014-04-09	M
762	76	2015-10-18	M
763	1	2015-02-23	M
764	1	2013-01-08	M
765	12	2016-12-20	M
766	3	2016-04-21	M
767	25	2015-03-26	M
768	26	2017-07-03	M
770	7	2016-09-24	M
771	22	2016-01-22	M
772	45	2013-01-21	M
773	15	2013-06-19	M
774	1	2013-06-08	M
775	1	2014-12-18	M
776	66	2016-05-18	M
777	30	2017-12-28	M
778	68	2016-10-26	M
779	16	2016-08-13	M
780	3	2016-04-26	M
781	33	2015-02-19	M
782	42	2017-10-30	M
783	1	2017-09-08	M
784	59	2014-04-19	M
785	21	2017-08-09	W
786	53	2015-08-12	M
787	10	2013-11-14	M
788	12	2016-06-25	M
789	39	2015-02-06	M
790	54	2013-05-11	M
791	49	2015-12-14	M
792	3	2017-08-13	M
793	47	2013-01-03	M
794	63	2017-04-24	M
795	25	2015-01-27	M
796	1	2017-02-13	M
797	57	2016-11-20	M
798	1	2016-04-22	M
799	56	2013-10-10	M
800	11	2017-12-06	M
801	16	2017-07-23	M
802	15	2014-12-20	M
803	19	2015-09-09	M
804	64	2016-02-06	M
805	10	2016-12-02	M
806	13	2016-10-29	M
807	76	2015-06-13	W
808	69	2015-06-13	M
809	36	2015-12-20	M
810	46	2015-11-11	M
811	14	2017-08-01	W
812	1	2016-08-30	M
813	16	2013-02-10	M
814	76	2016-10-06	M
815	56	2013-08-25	M
816	52	2013-08-05	M
817	5	2014-03-18	M
819	20	2015-04-22	M
820	74	2015-11-04	M
821	60	2016-03-16	M
822	40	2016-10-04	M
823	71	2017-09-19	M
824	32	2016-03-21	M
825	19	2016-03-06	M
826	44	2016-10-05	M
827	36	2016-02-23	M
828	1	2017-02-12	M
829	59	2016-11-10	M
830	74	2013-02-08	M
831	44	2016-09-18	M
832	42	2016-05-24	M
833	31	2016-08-29	M
834	3	2017-05-23	M
836	46	2016-07-28	M
837	46	2013-09-18	M
838	47	2013-10-23	M
839	16	2015-01-17	M
840	70	2016-03-12	M
841	1	2013-11-04	M
842	62	2015-04-07	M
843	6	2017-04-09	M
844	53	2014-04-28	M
845	14	2017-12-27	M
846	72	2016-03-09	M
847	2	2016-07-21	M
848	31	2016-06-16	M
849	1	2016-01-01	M
850	25	2017-03-07	M
851	15	2014-09-23	M
852	57	2017-10-23	M
853	1	2016-03-20	M
854	62	2013-09-21	M
855	1	2014-03-28	M
856	2	2016-03-03	M
857	77	2013-09-16	M
858	52	2016-07-13	M
859	13	2017-08-26	M
860	1	2013-03-19	M
861	22	2013-09-13	M
862	64	2013-02-02	W
863	71	2013-05-16	M
864	72	2017-07-08	M
865	17	2016-03-18	M
866	9	2013-01-10	M
867	60	2017-11-09	M
868	1	2017-05-26	M
869	16	2016-07-15	M
870	70	2015-03-27	M
871	1	2016-09-02	M
872	27	2017-01-18	M
873	73	2017-04-26	M
874	56	2016-03-23	W
875	63	2015-05-17	M
876	4	2017-10-26	M
877	1	2016-05-29	M
878	52	2016-06-29	M
879	9	2017-06-04	M
880	26	2016-12-08	M
882	9	2013-03-06	M
883	1	2013-12-17	M
884	2	2013-12-07	M
885	1	2013-06-25	M
886	1	2013-06-23	M
887	1	2013-05-05	M
888	54	2016-10-28	M
889	43	2017-12-22	M
890	14	2013-02-05	M
891	34	2016-05-23	M
892	70	2013-03-20	M
893	53	2015-04-12	M
894	46	2015-08-27	M
895	24	2016-03-12	M
896	3	2015-06-11	M
897	38	2013-04-26	M
898	71	2016-03-27	M
899	72	2013-06-21	M
900	48	2014-04-26	M
901	60	2014-07-10	M
902	74	2013-06-29	M
903	47	2013-12-10	M
904	1	2014-03-20	M
905	35	2016-12-11	M
906	59	2017-12-27	M
907	41	2013-07-09	M
908	62	2014-04-29	M
909	30	2017-09-02	M
910	1	2017-02-03	M
911	60	2016-08-12	M
912	65	2017-04-27	M
913	59	2016-05-10	M
914	73	2013-11-14	M
915	72	2015-01-18	M
916	1	2016-08-13	M
917	56	2015-10-13	M
918	60	2016-08-23	M
919	62	2017-03-03	M
920	58	2016-09-05	M
921	10	2016-10-08	M
922	61	2015-04-27	M
923	13	2016-02-07	M
924	11	2015-12-09	M
925	59	2013-02-23	M
926	36	2016-11-01	M
927	69	2017-04-12	M
928	20	2013-04-26	M
929	54	2013-07-03	M
930	41	2013-08-03	M
931	59	2013-10-15	M
932	20	2016-07-08	M
933	21	2015-11-18	M
934	9	2017-11-27	M
935	23	2016-12-25	M
936	7	2016-03-02	M
937	43	2015-08-26	M
938	70	2017-12-13	M
939	55	2014-10-04	M
940	37	2014-11-15	M
941	8	2014-06-08	M
942	9	2013-08-16	M
943	1	2013-02-03	M
944	70	2013-03-08	M
945	18	2016-08-16	M
946	21	2016-01-01	M
947	59	2013-05-17	M
949	58	2016-02-13	M
950	49	2013-08-26	M
951	3	2016-04-28	M
952	41	2017-11-09	M
953	14	2015-07-22	M
954	74	2016-01-08	M
955	59	2016-07-08	M
956	74	2013-12-05	M
957	70	2015-12-22	M
958	72	2016-06-06	M
959	1	2016-02-23	M
960	4	2014-11-02	T
961	1	2017-10-18	M
962	64	2016-06-24	M
963	7	2016-08-09	M
964	26	2014-07-08	M
965	20	2013-08-25	M
966	15	2017-10-14	M
967	15	2016-08-17	M
968	74	2015-11-11	M
969	19	2014-01-08	M
970	18	2017-07-20	M
971	12	2016-07-18	M
972	46	2016-09-29	M
973	54	2014-11-05	M
974	29	2014-02-25	M
975	1	2016-10-19	M
976	77	2016-01-27	M
977	1	2013-04-26	M
978	73	2013-08-18	M
979	21	2013-02-16	M
980	1	2016-12-11	M
981	66	2015-03-25	M
982	54	2013-02-05	M
984	2	2016-07-10	M
985	32	2014-05-29	M
986	74	2016-05-02	M
987	15	2016-08-27	M
988	10	2014-10-22	M
989	19	2014-03-14	M
990	17	2015-10-11	M
991	39	2013-05-18	M
992	22	2015-10-01	M
993	6	2016-11-14	M
994	72	2015-09-15	M
995	64	2015-08-23	M
996	47	2017-08-18	M
997	54	2017-05-08	M
998	47	2013-11-11	M
1000	77	2013-01-25	M
1002	50	2016-09-17	M
1003	28	2016-10-10	M
1004	70	2016-07-02	M
1005	54	2013-02-23	W
1006	6	2013-02-08	M
1007	1	2016-06-28	M
1008	13	2016-10-05	M
1009	1	2015-08-01	W
1010	61	2015-05-01	M
1011	45	2014-12-17	M
1012	65	2014-07-09	M
1013	59	2016-05-13	M
1014	74	2016-03-20	M
1015	1	2017-06-14	M
1016	40	2013-09-29	M
1017	14	2014-08-11	M
1018	7	2013-06-03	M
1019	52	2013-01-21	M
1020	56	2016-04-09	M
1021	42	2016-11-17	M
1022	33	2014-08-01	W
1023	21	2013-08-13	M
1024	19	2017-05-02	M
1026	20	2017-09-03	M
1027	68	2017-07-18	M
1028	23	2016-03-19	M
1029	26	2016-06-25	M
1030	57	2015-11-12	M
1031	74	2015-06-20	M
1032	11	2013-04-26	M
1033	32	2017-08-05	M
1034	73	2017-04-04	M
1035	73	2017-04-18	M
1036	11	2016-01-18	M
1037	1	2017-02-18	M
1038	64	2015-04-20	M
1039	70	2013-05-10	W
1040	19	2016-05-18	M
1042	43	2014-04-03	M
1043	1	2017-08-13	M
1044	14	2015-11-09	M
1045	3	2016-05-09	M
1046	1	2015-04-14	M
1047	46	2014-06-13	M
1048	35	2013-05-05	M
1049	18	2017-12-04	M
1050	57	2013-02-24	T
1051	35	2013-10-21	M
1052	61	2013-09-27	M
1053	57	2014-05-25	M
1054	10	2013-02-19	M
1055	29	2016-12-12	M
1056	1	2016-12-28	W
1057	13	2013-08-23	M
1058	47	2016-06-11	M
1059	8	2015-05-30	M
1060	6	2016-10-20	M
1061	44	2017-10-17	M
1062	6	2013-07-11	M
1063	68	2016-09-19	M
1064	70	2017-09-29	M
1065	72	2013-03-27	M
1066	16	2016-09-15	W
1067	34	2016-09-10	M
1068	52	2017-02-15	M
1069	70	2013-07-24	M
1070	62	2016-04-23	M
1071	68	2013-05-10	W
1072	65	2017-12-09	M
1073	73	2014-02-27	M
1074	59	2016-05-16	M
1075	35	2015-07-13	M
1076	1	2014-10-30	M
1077	14	2013-03-03	M
1078	1	2016-07-12	M
1079	74	2013-09-14	M
1080	55	2013-12-27	M
1081	64	2016-12-21	M
1082	2	2016-06-08	M
1083	45	2016-12-06	M
1085	42	2017-09-11	M
1086	37	2016-06-17	M
1087	55	2016-06-26	M
1088	32	2013-12-19	M
1089	74	2015-10-10	M
1090	69	2016-10-19	M
1091	16	2013-09-09	M
1092	41	2015-06-06	M
1093	54	2016-01-14	M
1094	35	2016-07-10	M
1095	54	2017-06-18	M
1096	34	2017-03-03	M
1097	67	2016-06-22	M
1098	47	2013-12-28	M
1100	35	2016-09-23	M
1101	4	2017-09-22	M
1102	70	2016-02-19	M
1103	66	2015-07-09	M
1104	39	2015-12-07	M
1105	55	2014-09-01	M
1106	20	2013-08-29	W
1107	42	2013-09-08	M
1108	26	2015-03-09	M
1109	66	2014-10-27	M
1110	54	2017-07-10	M
1111	5	2016-02-16	M
1112	48	2015-02-03	M
1113	8	2016-09-23	M
1114	6	2013-11-13	W
1115	34	2013-03-27	M
1116	1	2013-07-20	M
1117	68	2016-08-29	M
